,title,genre,studio,number_of_episodes,release_date,content_type,viewer_reviews,source
881,Berserk of Gluttony,"Action, Adventure, Drama, Fantasy, Romance",Genco,12,2023-10,Tv,67.0,AniList
882,Mysterious Girlfriend X,"Ecchi, Mystery, Romance",Starchild Records,13,2012-04,Tv,69.0,AniList
883,Blade Dance of the Elementalers,"Action, Comedy, Ecchi, Fantasy, Romance, Supernatural",TNK,12,2014-07,Tv,62.0,AniList
884,The Troubled Life of Miss Kotoura,"Comedy, Drama, Romance",AIC,12,2013-01,Tv,68.0,AniList
885,Sound! Euphonium 2,"Drama, Music, Slice of Life",Kyoto Animation,13,2016-10,Tv,83.0,AniList
886,HAIKYU!! The Dumpster Battle,"Comedy, Drama, Sports",Toho,1,2024-02,Movie,86.0,AniList
887,"Love, Chunibyo & Other Delusions: Glimmering...Explosive Festival (Slapstick Noel)","Comedy, Romance, Slice of Life",Kyoto Animation,1,2013-06,Ova,73.0,AniList
888,"The Familiar of Zero: ""Rondo"" of Princesses","Action, Adventure, Comedy, Ecchi, Fantasy, Romance",J.C.STAFF,12,2008-07,Tv,69.0,AniList
889,The Familiar of Zero F,"Action, Adventure, Comedy, Ecchi, Fantasy, Romance",J.C.STAFF,12,2012-01,Tv,70.0,AniList
890,Arakawa Under the Bridge,"Comedy, Romance",Shaft,13,2010-04,Tv,74.0,AniList
891,Record of Grancrest War,"Action, Fantasy, Romance",A-1 Pictures,24,2018-01,Tv,68.0,AniList
892,One Week Friends,"Comedy, Drama, Romance, Slice of Life",Brain's Base,12,2014-04,Tv,73.0,AniList
893,Adachi and Shimamura,"Romance, Slice of Life",Tezuka Productions,12,2020-10,Tv,70.0,AniList
894,Date A Live IV,"Action, Comedy, Ecchi, Mecha, Romance, Sci-Fi",GEEKTOYS,12,2022-04,Tv,76.0,AniList
895,Miss Kobayashi's Dragon Maid: Valentines and Hot Springs! (Please Don't Get Your Hopes Up),"Comedy, Fantasy, Romance, Slice of Life",Kyoto Animation,1,2017-09,Ova,76.0,AniList
896,NEW GAME!!,"Comedy, Slice of Life",Doga Kobo,12,2017-07,Tv,76.0,AniList
897,Sword of the Stranger,"Action, Adventure",bones,1,2007-09,Movie,79.0,AniList
898,The Cat Returns,"Adventure, Comedy, Drama, Fantasy",Studio Ghibli,1,2002-07,Movie,75.0,AniList
899,Case Closed,"Adventure, Comedy, Mystery, Psychological",TMS Entertainment,0,1996-01,Tv,81.0,AniList
900,No Longer Allowed in Another World,"Comedy, Fantasy, Romance, Slice of Life, Supernatural",KADOKAWA,12,2024-07,Tv,71.0,AniList
901,Hitoribocchi no Marumaruseikatsu,"Comedy, Slice of Life",C2C,12,2019-04,Tv,73.0,AniList
902,World's End Harem,"Ecchi, Sci-Fi",AXsiZ,11,2022-01,Tv,55.0,AniList
903,Revolutionary Girl Utena,"Drama, Fantasy, Mystery, Psychological, Romance",J.C.STAFF,39,1997-04,Tv,82.0,AniList
904,My Teen Romantic Comedy SNAFU OVA,"Comedy, Romance, Slice of Life",Brain's Base,1,2013-09,Ova,74.0,AniList
905,The Stranger by the Shore,"Drama, Romance, Slice of Life",Studio Hibari,1,2020-09,Movie,77.0,AniList
906,Flying Witch,"Slice of Life, Supernatural",J.C.STAFF,12,2016-04,Tv,74.0,AniList
907,Hell Girl,"Drama, Horror, Mystery, Psychological, Supernatural",Aniplex,26,2005-10,Tv,71.0,AniList
908,Anohana the Movie: The Flower We Saw That Day,"Drama, Romance, Slice of Life, Supernatural",Aniplex,1,2013-08,Movie,75.0,AniList
909,The Elusive Samurai,"Action, Adventure, Supernatural",CloverWorks,12,2024-07,Tv,77.0,AniList
910,Campione!,"Comedy, Ecchi, Romance",diomedéa,13,2012-07,Tv,64.0,AniList
911,Brynhildr in the Darkness,"Drama, Fantasy, Mystery, Sci-Fi",Arms,13,2014-04,Tv,63.0,AniList
912,My Next Life as a Villainess: All Routes Lead to Doom! X,"Comedy, Fantasy, Romance, Slice of Life",SILVER LINK.,12,2021-07,Tv,71.0,AniList
913,Aria the Scarlet Ammo,"Action, Comedy, Ecchi, Romance",J.C.STAFF,12,2011-04,Tv,63.0,AniList
914,The Heroic Legend of Arslan,"Action, Adventure, Drama, Fantasy",LIDENFILMS,25,2015-04,Tv,73.0,AniList
915,Place to Place,"Comedy, Romance, Slice of Life",AIC,12,2012-04,Tv,72.0,AniList
916,JUNI TAISEN：ZODIAC WAR,"Action, Thriller",Graphinica,12,2017-10,Tv,62.0,AniList
917,Sekirei,"Action, Comedy, Ecchi",Aniplex,12,2008-07,Tv,65.0,AniList
918,Parallel World Pharmacy,Fantasy,KADOKAWA,12,2022-07,Tv,72.0,AniList
919,Alderamin on the Sky,"Action, Adventure, Drama, Fantasy",MADHOUSE,13,2016-07,Tv,73.0,AniList
920,Fireworks,"Drama, Romance, Supernatural",Shaft,1,2017-08,Movie,59.0,AniList
921,KamiKatsu: Working for God in a Godless World,"Action, Comedy, Drama, Ecchi, Fantasy",Studio Palette,12,2023-04,Tv,65.0,AniList
922,I Was Reincarnated as the 7th Prince So I Can Take My Time Perfecting My Magical Ability,"Action, Adventure, Fantasy",Tsumugi Akita Anime Lab,12,2024-04,Tv,74.0,AniList
923,The Girl I Like Forgot Her Glasses,"Comedy, Romance",GoHands,13,2023-07,Tv,68.0,AniList
924,The 8th Son? Are You Kidding Me?,"Adventure, Fantasy",SynergySP,12,2020-04,Tv,61.0,AniList
925,Pandora Hearts,"Adventure, Fantasy, Supernatural",Xebec,25,2009-04,Tv,72.0,AniList
926,Sleepy Princess in the Demon Castle,"Comedy, Fantasy, Slice of Life",Doga Kobo,12,2020-10,Tv,78.0,AniList
927,Kaze no Stigma,"Action, Drama, Fantasy, Romance",GONZO,24,2007-04,Tv,67.0,AniList
928,Mushoku Tensei: Jobless Reincarnation Cour 2 - Eris the Goblin Slayer,"Adventure, Drama, Fantasy",Studio Bind,1,2022-03,Special,78.0,AniList
929,The Ancient Magus' Bride: Those Awaiting a Star,"Drama, Fantasy",WIT STUDIO,3,2016-08,Ova,79.0,AniList
930,A Certain Magical Index III,"Action, Sci-Fi, Supernatural",J.C.STAFF,26,2018-10,Tv,66.0,AniList
931,Restaurant to Another World,"Fantasy, Slice of Life",SILVER LINK.,12,2017-07,Tv,72.0,AniList
932,MAGICAL GIRL SITE,"Action, Drama, Horror, Mahou Shoujo, Psychological, Supernatural",production doA,12,2018-04,Tv,60.0,AniList
933,Boogiepop and Others,"Horror, Mystery, Psychological",MADHOUSE,18,2019-01,Tv,68.0,AniList
934,Chillin' in Another World with Level 2 Super Cheat Powers,"Adventure, Fantasy, Romance",OVERLAP,12,2024-04,Tv,68.0,AniList
935,Tales of Zestiria the X,"Action, Adventure, Fantasy",ufotable,13,2016-07,Tv,69.0,AniList
936,"Demon Lord, Retry!","Action, Adventure, Comedy, Fantasy",EKACHI EPILKA,12,2019-07,Tv,62.0,AniList
937,My Isekai Life: I Gained a Second Character Class and Became the Strongest Sage in the World!,"Action, Adventure, Comedy, Fantasy",REVOROOT,12,2022-07,Tv,61.0,AniList
938,Sasaki and Miyano,"Comedy, Romance, Slice of Life",Studio DEEN,12,2022-01,Tv,81.0,AniList
939,Harem in the Labyrinth of Another World,"Drama, Ecchi, Fantasy, Romance",Passione,12,2022-07,Tv,63.0,AniList
940,Berserk (2016),"Action, Adventure, Drama, Fantasy, Horror, Supernatural",Millepensee,12,2016-07,Tv,55.0,AniList
941,PSYCHO-PASS 3,"Action, Psychological, Sci-Fi, Thriller",Production I.G,8,2019-10,Tv,73.0,AniList
942,My Girlfriend is Shobitch,"Comedy, Ecchi, Romance",diomedéa,10,2017-10,Tv,58.0,AniList
943,Ghost Stories,"Horror, Mystery, Supernatural",Studio Pierrot,19,2000-10,Tv,74.0,AniList
944,Failure Frame: I Became the Strongest and Annihilated Everything with Low-Level Spells,"Action, Adventure, Drama, Fantasy",Seven Arcs,12,2024-07,Tv,64.0,AniList
945,Masamune-kun's Revenge R,"Comedy, Romance, Slice of Life",FuRyu,12,2023-07,Tv,72.0,AniList
946,Gargantia on the Verdurous Planet,"Action, Adventure, Mecha, Sci-Fi",Production I.G,13,2013-04,Tv,72.0,AniList
947,Tokyo Magnitude 8.0,Drama,bones,11,2009-07,Tv,77.0,AniList
948,The Kingdoms of Ruin,"Action, Drama, Fantasy",Yokohama Animation Lab,12,2023-10,Tv,61.0,AniList
949,Urusei Yatsura (2022),"Comedy, Romance, Sci-Fi, Supernatural",David Production,23,2022-10,Tv,72.0,AniList
950,Children of the Whales,"Adventure, Drama, Fantasy, Mystery, Romance, Sci-Fi",J.C.STAFF,12,2017-10,Tv,69.0,AniList
951,Anti-Magic Academy: The 35th Test Platoon,"Action, Ecchi, Fantasy, Romance",SILVER LINK.,12,2015-10,Tv,64.0,AniList
952,Hi Score Girl,"Comedy, Drama, Romance",J.C.STAFF,12,2018-07,Tv,75.0,AniList
953,Dragon Ball Z: Battle of Gods,"Action, Adventure, Comedy, Sci-Fi",Toei Animation,1,2013-03,Movie,71.0,AniList
954,Tokyo Revengers Season 2 Part 2,"Action, Drama, Romance, Supernatural",Pony Canyon,13,2023-10,Tv,77.0,AniList
955,Porco Rosso,"Action, Adventure, Comedy, Drama, Romance",Studio Ghibli,1,1992-07,Movie,78.0,AniList
956,"I Couldn’t Become a Hero, So I Reluctantly Decided to Get a Job.","Comedy, Ecchi, Fantasy, Romance",Asread,12,2013-10,Tv,64.0,AniList
957,ZOMBIE LAND SAGA REVENGE,"Comedy, Music, Supernatural",MAPPA,12,2021-04,Tv,79.0,AniList
958,Yamada's First Time: B Gata H Kei,"Comedy, Ecchi, Romance",Hal Film Maker,12,2010-04,Tv,64.0,AniList
959,My Teen Romantic Comedy SNAFU TOO! OVA,"Comedy, Romance, Slice of Life",feel.,1,2016-10,Ova,78.0,AniList
960,Diabolik Lovers,"Drama, Horror, Romance, Supernatural",Frontier Works,12,2013-09,Tv Short,45.0,AniList
961,Silver Spoon,"Comedy, Slice of Life",Aniplex,11,2013-07,Tv,79.0,AniList
962,Fate/kaleid liner Prisma☆Illya,"Action, Comedy, Ecchi, Fantasy, Mahou Shoujo",SILVER LINK.,10,2013-07,Ona,67.0,AniList
963,Ninja Kamui,"Action, Adventure, Drama, Sci-Fi",E&H Production,13,2024-02,Tv,65.0,AniList
964,The Saint's Magic Power is Omnipotent,"Fantasy, Romance, Slice of Life",diomedéa,12,2021-04,Tv,71.0,AniList
965,Princess Principal,"Action, Adventure, Sci-Fi",Studio 3Hz,12,2017-07,Tv,75.0,AniList
966,Sakura Trick,"Comedy, Romance, Slice of Life",Studio DEEN,12,2014-01,Tv,66.0,AniList
967,Sirius the Jaeger,"Action, Supernatural",P.A.WORKS,12,2018-07,Tv,68.0,AniList
968,Wotaku ni Koi wa Muzukashii OVA,"Comedy, Romance, Slice of Life",A-1 Pictures,3,2019-03,Ova,79.0,AniList
969,Road to Ninja: Naruto the Movie,"Action, Adventure",Studio Pierrot,1,2012-07,Movie,74.0,AniList
970,I've Always Liked You,"Drama, Romance, Slice of Life",Qualia Animation,1,2016-04,Movie,70.0,AniList
971,Is the Order a Rabbit?,Slice of Life,WHITE FOX,12,2014-04,Tv,73.0,AniList
972,Little Busters!,"Comedy, Drama, Slice of Life, Supernatural",J.C.STAFF,26,2012-10,Tv,72.0,AniList
973,Ground Control to Psychoelectric Girl,"Comedy, Slice of Life",Shaft,12,2011-04,Tv,68.0,AniList
974,Attack on Titan: Junior High,"Comedy, Fantasy, Slice of Life",Production I.G,12,2015-10,Tv,69.0,AniList
975,My Wife is the Student Council President,"Comedy, Ecchi, Romance",Seven,12,2015-07,Tv Short,61.0,AniList
976,By the Grace of the Gods,"Adventure, Fantasy, Slice of Life",Maho Film,12,2020-10,Tv,68.0,AniList
977,Demon Slayer: Kimetsu no Yaiba Infinity Castle,"Action, Adventure, Drama, Supernatural",Aniplex,3,2025-07,Movie,0.0,AniList
978,A Certain Scientific Railgun T,"Action, Sci-Fi",J.C.STAFF,25,2020-01,Tv,81.0,AniList
979,A Certain Scientific Accelerator,"Action, Sci-Fi",J.C.STAFF,12,2019-07,Tv,70.0,AniList
980,Digimon: Digital Monsters,"Action, Adventure, Comedy, Drama, Fantasy, Sci-Fi",Toei Animation,54,1999-03,Tv,75.0,AniList
981,Ben-To,"Action, Comedy, Ecchi",AT-X,12,2011-10,Tv,68.0,AniList
982,Liz and the Blue Bird,"Drama, Music, Slice of Life",Kyoto Animation,1,2018-04,Movie,83.0,AniList
983,Motto To Love Ru,"Comedy, Ecchi, Romance, Sci-Fi",Xebec,12,2010-10,Tv,69.0,AniList
984,One Piece Film: Red,"Action, Adventure, Comedy, Drama, Fantasy, Music",Toei Animation,1,2022-08,Movie,78.0,AniList
985,Fate/Grand Order: First Order,"Action, Fantasy",Lay-duce,1,2016-12,Special,65.0,AniList
986,The Tale of The Princess Kaguya,"Drama, Fantasy, Romance",Studio Ghibli,1,2013-11,Movie,81.0,AniList
987,Pop Team Epic,Comedy,Kamikaze Douga,12,2018-01,Tv,69.0,AniList
988,Akebi’s Sailor Uniform,Slice of Life,CloverWorks,12,2022-01,Tv,75.0,AniList
989,OniAi,"Comedy, Ecchi, Romance",Funimation,12,2012-10,Tv,60.0,AniList
990,Log Horizon: Destruction of the Round Table,"Action, Adventure, Comedy, Fantasy",Studio DEEN,12,2021-01,Tv,69.0,AniList
991,Is It Wrong to Try to Pick Up Girls in a Dungeon?: Arrow of the Orion,"Action, Adventure, Comedy, Fantasy, Romance",J.C.STAFF,1,2019-02,Movie,73.0,AniList
992,Go! Go! Loser Ranger!,"Action, Comedy, Drama, Sci-Fi",Shouchiku,12,2024-04,Tv,72.0,AniList
993,Mobile Suit Gundam: The Witch from Mercury,"Action, Mecha, Sci-Fi",Sunrise,12,2022-10,Tv,78.0,AniList
994,Rosario + Vampire Capu2,"Comedy, Ecchi, Fantasy, Romance",GONZO,13,2008-10,Tv,64.0,AniList
995,Grimoire of Zero,"Action, Drama, Fantasy",WHITE FOX,12,2017-04,Tv,68.0,AniList
996,Pseudo Harem,"Comedy, Romance, Slice of Life",Nomad,12,2024-07,Tv,76.0,AniList
997,Slam Dunk,"Comedy, Drama, Slice of Life, Sports",Toei Animation,101,1993-10,Tv,83.0,AniList
998,The World God Only Knows: Goddesses,"Comedy, Romance, Supernatural",Manglobe,12,2013-07,Tv,78.0,AniList
999,Beyond the Boundary -I'LL BE HERE-: Future,"Action, Drama, Fantasy, Romance, Slice of Life, Supernatural",Kyoto Animation,1,2015-04,Movie,79.0,AniList
1000,Unbreakable Machine-Doll,"Action, Ecchi, Fantasy",Genco,12,2013-10,Tv,66.0,AniList
1001,Fuuka,"Drama, Ecchi, Music, Romance",diomedéa,12,2017-01,Tv,60.0,AniList
1002,Black Rock Shooter,"Action, Drama, Fantasy, Psychological, Slice of Life",Aniplex,8,2012-02,Tv,63.0,AniList
1003,The Dungeon of Black Company,"Comedy, Fantasy",SILVER LINK.,12,2021-07,Tv,70.0,AniList
1004,Bungo Stray Dogs 5,"Action, Comedy, Mystery, Supernatural",bones,11,2023-07,Tv,85.0,AniList
1005,Hokkaido Gals Are Super Adorable!,"Comedy, Romance, Slice of Life",BLADE,12,2024-01,Tv,69.0,AniList
1006,Fena: Pirate Princess,"Action, Adventure, Romance",Production I.G,12,2021-08,Tv,69.0,AniList
1007,FLIP FLAPPERS,"Action, Adventure, Comedy, Fantasy, Mahou Shoujo, Psychological, Sci-Fi",Studio 3Hz,13,2016-10,Tv,75.0,AniList
1008,The World is Still Beautiful,"Adventure, Fantasy, Romance",Studio Pierrot,12,2014-04,Tv,72.0,AniList
1009,Hybrid x Heart Magias Academy Ataraxia,"Action, Comedy, Ecchi, Fantasy, Romance, Sci-Fi",Production IMS,12,2016-07,Tv,55.0,AniList
1010,MUSHI-SHI The Next Passage,"Adventure, Fantasy, Mystery, Psychological, Slice of Life, Supernatural",Artland,10,2014-04,Tv,86.0,AniList
1011,WONDER EGG PRIORITY: My Priority,"Action, Drama, Fantasy, Mystery, Psychological, Sci-Fi, Thriller",CloverWorks,1,2021-06,Special,49.0,AniList
1012,Am I Actually the Strongest?,"Comedy, Fantasy, Romance",Avex Pictures,12,2023-07,Tv,64.0,AniList
1013,Battle Game in 5 Seconds,"Action, Drama, Supernatural",Vega Entertainment,12,2021-07,Tv,66.0,AniList
1014,World Break: Aria of Curse for a Holy Swordsman,"Action, Ecchi, Fantasy, Romance, Supernatural",diomedéa,12,2015-01,Tv,63.0,AniList
1015,SERVAMP,"Action, Supernatural",Brain's Base,12,2016-07,Tv,65.0,AniList
1016,The Dreaming Boy is a Realist,"Comedy, Romance, Slice of Life",Studio Gokumi,12,2023-07,Tv,65.0,AniList
1017,Boku no Hero Academia: Sukue! Kyuujo Kunren!,"Action, Adventure, Comedy, Supernatural",bones,1,2017-04,Ova,70.0,AniList
1018,Knight's & Magic,"Action, Fantasy, Mecha",8-bit,13,2017-07,Tv,67.0,AniList
1019,I Parry Everything,"Action, Adventure, Fantasy",OLM,12,2024-07,Tv,68.0,AniList
1020,Himouto! Umaru-chan R,"Comedy, Slice of Life",Doga Kobo,12,2017-10,Tv,71.0,AniList
1021,Our Dating Story: The Experienced You and The Inexperienced Me,Romance,ENGI,12,2023-10,Tv,66.0,AniList
1022,Is this A Zombie? of the Dead,"Action, Comedy, Ecchi, Supernatural",Studio DEEN,10,2012-04,Tv,71.0,AniList
1023,xxxHOLiC,"Comedy, Drama, Horror, Mystery, Psychological, Supernatural",Production I.G,24,2006-04,Tv,76.0,AniList
1024,Love Live! School Idol Project 2nd Season,"Music, Slice of Life",Sunrise,13,2014-04,Tv,76.0,AniList
1025,Is It Wrong To Try To Pick Up Girls in a Dungeon? V,"Action, Adventure, Comedy, Fantasy, Romance",Warner Bros. Japan,15,2024-10,Ona,79.0,AniList
1026,7th Time Loop: The Villainess Enjoys a Carefree Life Married to Her Worst Enemy!,"Fantasy, Romance",OVERLAP,12,2024-01,Tv,75.0,AniList
1027,The Aristocrat’s Otherworldly Adventure: Serving Gods Who Go Too Far,"Action, Comedy, Fantasy, Romance",Magic Bus,12,2023-04,Tv,66.0,AniList
1028,Days with My Stepsister,"Romance, Slice of Life",KADOKAWA,12,2024-07,Tv,73.0,AniList
1029,WIND BREAKER Season 2,"Action, Comedy, Drama",Aniplex,12,2025-04,Tv,77.0,AniList
1030,The Founder of Diabolism,"Action, Adventure, Drama, Fantasy, Mystery, Supernatural",Tencent Penguin Pictures,15,2018-07,Ona,82.0,AniList
1031,PSYCHO-PASS: The Movie,"Action, Sci-Fi",Production I.G,1,2015-01,Movie,75.0,AniList
1032,Our love has always been 10 centimeters apart.,"Drama, Romance, Slice of Life",Lay-duce,6,2017-11,Tv,72.0,AniList
1033,Cells at Work! CODE BLACK,"Action, Drama, Sci-Fi",LIDENFILMS,13,2021-01,Tv,73.0,AniList
1034,Koikimo,"Comedy, Romance, Slice of Life",Nomad,12,2021-03,Ona,68.0,AniList
1035,BELLE,"Drama, Music, Mystery, Sci-Fi",Studio Chizu,1,2021-07,Movie,73.0,AniList
1036,Baka and Test - Summon the Beasts 2,"Comedy, Romance, Slice of Life",Funimation,13,2011-07,Tv,74.0,AniList
1037,King's Game,"Drama, Horror, Mystery, Supernatural",Seven,12,2017-10,Tv,45.0,AniList
1038,Chainsaw Man – The Movie: Reze Arc,"Action, Drama, Supernatural",MAPPA,1,2025-09,Movie,0.0,AniList
1039,Isekai Quartet 2,"Comedy, Fantasy, Slice of Life",Studio PuYUKAI,12,2020-01,Tv Short,72.0,AniList
1040,Ascendance of a Bookworm Part 2,"Fantasy, Slice of Life",Ajiado,12,2020-04,Tv,79.0,AniList
1041,Shomin Sample,"Comedy, Ecchi, Romance",SILVER LINK.,12,2015-10,Tv,63.0,AniList
1042,K: RETURN OF KINGS,"Action, Supernatural",GoHands,13,2015-10,Tv,73.0,AniList
1043,Gushing Over Magical Girls,"Comedy, Ecchi, Mahou Shoujo, Slice of Life",KADOKAWA,13,2024-01,Tv,74.0,AniList
1044,Akiba Maid War,"Action, Comedy, Drama",P.A.WORKS,12,2022-10,Tv,74.0,AniList
1045,Dimension W,"Action, Sci-Fi",Studio 3Hz,12,2016-01,Tv,68.0,AniList
1046,WATATEN!: an Angel Flew Down to Me,"Comedy, Slice of Life",Doga Kobo,12,2019-01,Tv,70.0,AniList
1047,ONIMAI: I'm Now Your Sister!,"Comedy, Ecchi, Slice of Life",Studio Bind,12,2023-01,Tv,76.0,AniList
1048,The Beginning After the End,"Action, Adventure, Fantasy",studio A-CAT,12,2025-04,Tv,54.0,AniList
1049,Beast Tamer,"Adventure, Fantasy",EMT Squared,13,2022-10,Tv,68.0,AniList
1050,the Garden of sinners Chapter 2: …and nothing heart. (Murder Speculation Part A),"Action, Mystery, Romance, Supernatural, Thriller",ufotable,1,2007-12,Movie,75.0,AniList
1051,ALDNOAH.ZERO Season 2,"Action, Mecha, Sci-Fi",A-1 Pictures,12,2015-01,Tv,65.0,AniList
1052,Flavors of Youth,"Drama, Romance, Slice of Life",Haoliners Animation,3,2018-08,Movie,69.0,AniList
1053,"If It's for My Daughter, I'd Even Defeat a Demon Lord","Adventure, Fantasy, Slice of Life",Maho Film,12,2019-07,Tv,68.0,AniList
1054,Didn't I Say to Make My Abilities Average in the Next Life?!,"Action, Adventure, Comedy, Fantasy",project No.9,12,2019-10,Tv,66.0,AniList
1055,"Actually, I Am","Comedy, Fantasy, Romance",TMS Entertainment,13,2015-07,Tv,65.0,AniList
1056,Kyousougiga,"Action, Fantasy, Supernatural",Toei Animation,10,2013-10,Tv,75.0,AniList
1057,Death Billiards,"Drama, Mystery, Psychological, Thriller",MADHOUSE,1,2013-03,Movie,77.0,AniList
1058,The Iceblade Sorcerer Shall Rule the World,"Action, Adventure, Fantasy",TBS,12,2023-01,Tv,63.0,AniList
1059,The aquatope on white sand,"Drama, Slice of Life, Supernatural",P.A.WORKS,24,2021-07,Tv,73.0,AniList
1060,"The Fruit of Evolution: Before I Knew It, My Life Had It Made","Adventure, Comedy, Fantasy, Romance",Children's Playground Entertainment,12,2021-10,Tv,59.0,AniList
1061,Mobile Suit GUNDAM Iron Blooded Orphans,"Action, Drama, Mecha, Sci-Fi",Sunrise,25,2015-10,Tv,78.0,AniList
1062,His and Her Circumstances,"Comedy, Drama, Romance, Slice of Life",Gainax,26,1998-10,Tv,75.0,AniList
1063,High School of the Dead: Drifters of the Dead,"Comedy, Ecchi, Supernatural",MADHOUSE,1,2011-04,Ova,62.0,AniList
1064,Taboo Tattoo,"Action, Comedy, Ecchi",J.C.STAFF,12,2016-07,Tv,53.0,AniList
1065,Ace of the Diamond,Sports,Production I.G,75,2013-10,Tv,80.0,AniList
1066,Darker than Black: Gemini of the Meteor,"Action, Mystery, Psychological, Sci-Fi, Supernatural",bones,12,2009-10,Tv,71.0,AniList
1067,The Demon Girl Next Door,"Comedy, Fantasy, Mahou Shoujo, Slice of Life",J.C.STAFF,12,2019-07,Tv,75.0,AniList
1068,"Clannad: Another World, Tomoyo Chapter","Drama, Romance, Slice of Life",Kyoto Animation,1,2008-07,Ova,77.0,AniList
1069,Spy Classroom,"Action, Comedy, Drama, Mystery",feel.,12,2023-01,Tv,61.0,AniList
1070,Hamatora,"Comedy, Drama, Mystery",NAZ,12,2014-01,Tv,69.0,AniList
1071,RADIANT,"Action, Adventure, Comedy, Fantasy",Lerche,21,2018-10,Tv,65.0,AniList
1072,The Executioner and Her Way of Life,"Action, Adventure, Drama, Fantasy",J.C.STAFF,12,2022-04,Tv,68.0,AniList
1073,Bakuman. 2,"Comedy, Drama, Romance, Slice of Life",J.C.STAFF,25,2011-10,Tv,81.0,AniList
1074,Uzaki-chan Wants to Hang Out! Season 2,"Comedy, Ecchi, Romance, Slice of Life",KADOKAWA,13,2022-10,Tv,71.0,AniList
1075,Black Lagoon: Roberta's Blood Trail,"Action, Adventure, Drama, Thriller",MADHOUSE,5,2010-06,Ova,78.0,AniList
1076,Code:Breaker,"Action, Comedy, Supernatural",Bandai Visual,13,2012-10,Tv,63.0,AniList
1077,Hunter x Hunter: Phantom Rouge,"Action, Adventure, Fantasy",MADHOUSE,1,2013-01,Movie,71.0,AniList
1078,Aggretsuko,"Comedy, Music, Slice of Life",Fanworks,10,2018-04,Ona,74.0,AniList
1079,My Dress-Up Darling Season 2,"Comedy, Ecchi, Romance, Slice of Life",Aniplex,0,2025-07,Tv,0.0,AniList
1080,Reign of the Seven Spellblades,"Action, Fantasy",Warner Bros. Japan,15,2023-07,Tv,64.0,AniList
1081,In This Corner of the World,"Drama, Slice of Life",MAPPA,1,2016-11,Movie,81.0,AniList
1082,Mother of the Goddess’ Dormitory,"Comedy, Ecchi, Romance, Slice of Life",Asread,10,2021-07,Tv,62.0,AniList
1083,Villainess Level 99: I May Be the Hidden Boss but I'm Not the Demon Lord,"Comedy, Fantasy, Romance",Jumondou,12,2024-01,Tv,71.0,AniList
